Date,Time,Low_Range_micro_siemens_per_centimeter,High_Range_micro_siemens_per_centimeter,Temp_Celcius
13-10-22,9:40:00,"2,622.50","2,639.80",27.04
13-10-22,9:50:00,"2,624.90","2,643.50",27.12
13-10-22,10:00:00,"2,627.30","2,646.60",27.18
13-10-22,10:10:00,"2,630.20","2,649.70",27.24
13-10-22,10:20:00,"2,632.00","2,651.60",27.27
13-10-22,10:30:00,"2,634.40","2,654.00",27.33
13-10-22,10:40:00,"2,637.40","2,656.50",27.38
13-10-22,10:50:00,"2,639.20","2,660.20",27.43
13-10-22,11:00:00,"2,641.60","2,662.70",27.48
13-10-22,11:10:00,"2,641.60","2,661.50",27.49
13-10-22,11:20:00,"2,641.60","2,661.50",27.49
13-10-22,11:30:00,"2,643.90","2,663.30",27.52
13-10-22,11:40:00,"2,651.10","2,669.50",27.59
13-10-22,11:50:00,"2,649.30","2,670.10",27.57
13-10-22,12:00:00,"2,648.70","2,667.00",27.61
13-10-22,12:10:00,"2,648.70","2,669.50",27.69
13-10-22,12:20:00,"2,651.10","2,670.10",27.72
13-10-22,12:30:00,"2,648.70","2,669.50",27.72
13-10-22,12:40:00,"2,651.70","2,671.40",27.77
13-10-22,12:50:00,"2,654.10","2,672.60",27.8
13-10-22,13:00:00,"2,656.50","2,675.10",27.83
13-10-22,13:10:00,"2,658.20","2,680.60",27.89
13-10-22,13:20:00,"2,661.20","2,681.90",27.93
13-10-22,13:30:00,"2,683.90","2,702.30",28.27
13-10-22,13:40:00,"2,670.80","2,689.90",28.03
13-10-22,13:50:00,"2,670.80","2,692.40",28.08
13-10-22,14:00:00,"2,673.80","2,693.00",28.14
13-10-22,14:10:00,"2,668.40","2,689.90",28.09
13-10-22,14:20:00,"2,558.40","2,577.50",28.08
13-10-22,14:30:00,"2,639.20","2,657.70",28.1
13-10-22,14:40:00,"2,643.90","2,662.10",28.1
13-10-22,14:50:00,"2,672.60","2,693.70",28.13
13-10-22,15:00:00,"2,672.60","2,694.30",28.14
13-10-22,15:10:00,"2,675.00","2,696.10",28.15
13-10-22,15:20:00,"2,675.00","2,696.10",28.17
13-10-22,15:30:00,"2,675.00","2,696.70",28.18
13-10-22,15:40:00,"2,675.00","2,696.10",28.18
13-10-22,15:50:00,"2,675.00","2,696.10",28.18
13-10-22,16:00:00,"2,675.00","2,695.50",28.18
13-10-22,16:10:00,"2,672.00","2,693.70",28.15
13-10-22,16:20:00,"2,675.00","2,694.90",28.17
13-10-22,16:30:00,"2,675.00","2,694.30",28.15
13-10-22,16:40:00,"2,672.00","2,691.80",28.15
13-10-22,16:50:00,"2,672.00","2,691.20",28.14
13-10-22,17:00:00,"2,669.60","2,689.90",28.13
13-10-22,17:10:00,"2,669.60","2,689.90",28.1
13-10-22,17:20:00,"2,669.60","2,689.30",28.07
13-10-22,17:30:00,"2,664.80","2,685.60",28.04
13-10-22,17:40:00,"2,664.80","2,685.00",28.02
13-10-22,17:50:00,"2,664.20","2,683.10",28.02
13-10-22,18:00:00,"2,662.40","2,682.50",27.99
13-10-22,18:10:00,"2,662.40","2,681.90",27.98
13-10-22,18:20:00,"2,660.00","2,680.00",27.97
13-10-22,18:30:00,"2,660.00","2,678.80",27.94
13-10-22,18:40:00,"2,657.10","2,677.50",27.92
13-10-22,18:50:00,"2,657.70","2,678.20",27.91
13-10-22,19:00:00,"2,657.10","2,677.50",27.91
13-10-22,19:10:00,"2,657.10","2,677.50",27.89
13-10-22,19:20:00,"2,654.70","2,675.10",27.86
13-10-22,19:30:00,"2,654.70","2,673.20",27.83
13-10-22,19:40:00,"2,652.30","2,673.20",27.81
13-10-22,19:50:00,"2,654.70","2,672.00",27.8
13-10-22,20:00:00,"2,649.90","2,672.00",27.78
13-10-22,20:10:00,"2,649.90","2,670.70",27.76
13-10-22,20:20:00,"2,649.90","2,668.90",27.73
13-10-22,20:30:00,"2,649.90","2,668.30",27.71
13-10-22,20:40:00,"2,647.50","2,667.00",27.69
13-10-22,20:50:00,"2,645.10","2,666.40",27.67
13-10-22,21:00:00,"2,606.50","2,625.00",27.65
13-10-22,21:10:00,"2,635.00","2,654.60",27.64
13-10-22,21:20:00,"2,644.50","2,663.30",27.62
13-10-22,21:30:00,"2,643.30","2,663.30",27.6
13-10-22,21:40:00,"2,643.30","2,663.30",27.59
13-10-22,21:50:00,"2,643.30","2,661.50",27.56
13-10-22,22:00:00,"2,641.00","2,661.50",27.55
13-10-22,22:10:00,"2,641.00","2,660.80",27.52
13-10-22,22:20:00,"2,641.00","2,659.60",27.52
13-10-22,22:30:00,"2,641.00","2,659.60",27.51
13-10-22,22:40:00,"2,638.60","2,659.00",27.5
13-10-22,22:50:00,"2,636.20","2,657.70",27.48
13-10-22,23:00:00,"2,636.20","2,656.50",27.45
13-10-22,23:10:00,"2,636.20","2,656.50",27.44
13-10-22,23:20:00,"2,636.20","2,654.60",27.43
13-10-22,23:30:00,"2,636.20","2,655.90",27.41
13-10-22,23:40:00,"2,636.20","2,654.00",27.4
13-10-22,23:50:00,"2,633.80","2,652.80",27.38
14-10-22,0:00:00,"2,631.40","2,652.20",27.36
14-10-22,0:10:00,"2,631.40","2,650.30",27.35
14-10-22,0:20:00,"2,631.40","2,649.70",27.34
14-10-22,0:30:00,"2,629.10","2,649.10",27.3
14-10-22,0:40:00,"2,629.10","2,647.80",27.3
14-10-22,0:50:00,"2,626.70","2,647.20",27.27
14-10-22,1:00:00,"2,626.70","2,646.60",27.25
14-10-22,1:10:00,"2,626.70","2,645.40",27.25
14-10-22,1:20:00,"2,626.70","2,644.10",27.22
14-10-22,1:30:00,"2,624.30","2,642.90",27.19
14-10-22,1:40:00,"2,621.90","2,642.30",27.18
14-10-22,1:50:00,"2,618.90","2,640.40",27.14
14-10-22,2:00:00,"2,621.30","2,639.80",27.13
14-10-22,2:10:00,"2,618.90","2,638.60",27.12
14-10-22,2:20:00,"2,619.50","2,638.00",27.09
14-10-22,2:30:00,"2,618.90","2,638.00",27.09
14-10-22,2:40:00,"2,618.90","2,637.30",27.08
14-10-22,2:50:00,"2,617.20","2,636.10",27.06
14-10-22,3:00:00,"2,617.20","2,634.90",27.04
14-10-22,3:10:00,"2,616.60","2,634.20",27.03
14-10-22,3:20:00,"2,614.20","2,633.00",27.01
14-10-22,3:30:00,"2,611.80","2,631.80",26.98
14-10-22,3:40:00,"2,611.80","2,631.20",26.97
14-10-22,3:50:00,"2,611.80","2,631.20",26.96
14-10-22,4:00:00,"2,611.80","2,630.50",26.93
14-10-22,4:10:00,"2,614.20","2,633.00",26.91
14-10-22,4:20:00,"2,607.10","2,626.20",26.88
14-10-22,4:30:00,"2,609.40","2,628.70",26.87
14-10-22,4:40:00,"2,607.10","2,624.40",26.86
14-10-22,4:50:00,"2,607.10","2,623.70",26.85
14-10-22,5:00:00,"2,607.10","2,625.60",26.83
14-10-22,5:10:00,"2,602.30","2,620.00",26.8
14-10-22,5:20:00,"2,599.90","2,618.80",26.77
14-10-22,5:30:00,"2,602.30","2,623.10",26.76
14-10-22,5:40:00,"2,597.60","2,617.60",26.75
14-10-22,5:50:00,"2,597.60","2,615.70",26.72
14-10-22,6:00:00,"2,597.60","2,616.30",26.7
14-10-22,6:10:00,"2,595.20","2,614.50",26.7
14-10-22,6:20:00,"2,595.20","2,614.50",26.65
14-10-22,6:30:00,"2,597.60","2,616.90",26.66
14-10-22,6:40:00,"2,599.90","2,619.40",26.65
14-10-22,6:50:00,"2,247.90","2,311.00",26.64
14-10-22,7:00:00,"2,602.30","2,619.40",26.62
14-10-22,7:10:00,"2,599.90","2,618.80",26.61
14-10-22,7:20:00,"2,602.30","2,621.30",26.6
14-10-22,7:30:00,"2,604.70","2,622.50",26.59
14-10-22,7:40:00,"2,609.40","2,628.10",26.57
14-10-22,7:50:00,"2,607.10","2,624.40",26.56
14-10-22,8:00:00,"2,602.30","2,620.00",26.57
14-10-22,8:10:00,"2,604.10","2,623.70",26.59
14-10-22,8:20:00,"2,601.70","2,621.90",26.62
14-10-22,8:30:00,"2,599.90","2,620.00",26.64
14-10-22,8:40:00,"2,602.30","2,621.30",26.67
14-10-22,8:50:00,"2,599.90","2,617.60",26.71
14-10-22,9:00:00,"2,597.60","2,617.60",26.76
14-10-22,9:10:00,"2,604.10","2,621.30",26.83
14-10-22,9:20:00,"2,607.10","2,625.60",26.88
14-10-22,9:30:00,"2,614.20","2,633.00",26.97
14-10-22,9:40:00,"2,616.60","2,636.10",26.99
14-10-22,9:50:00,"2,621.30","2,641.70",27.06
14-10-22,10:00:00,"2,630.20","2,647.80",27.12
14-10-22,10:10:00,"2,626.10","2,647.20",27.15
14-10-22,10:20:00,"2,632.60","2,651.60",27.19
14-10-22,10:30:00,"2,627.90","2,646.00",27.22
14-10-22,10:40:00,"2,626.10","2,644.80",27.24
14-10-22,10:50:00,"2,623.70","2,641.70",27.27
14-10-22,11:00:00,"2,623.70","2,642.30",27.35
14-10-22,11:10:00,"2,620.70","2,639.80",27.36
14-10-22,11:20:00,"2,623.10","2,641.70",27.39
14-10-22,11:30:00,"2,623.10","2,641.70",27.39
14-10-22,11:40:00,"2,625.50","2,642.30",27.4
14-10-22,11:50:00,"2,625.50","2,644.80",27.4
14-10-22,12:00:00,"2,632.60","2,650.30",27.44
14-10-22,12:10:00,"2,635.00","2,655.30",27.49
14-10-22,12:20:00,"2,635.00","2,654.00",27.48
14-10-22,12:30:00,"2,639.80","2,658.40",27.52
14-10-22,12:40:00,"2,642.20","2,662.70",27.57
14-10-22,12:50:00,"2,639.80","2,660.80",27.64
14-10-22,13:00:00,"2,649.30","2,668.90",27.65
14-10-22,13:10:00,"2,651.70","2,672.00",27.72
14-10-22,13:20:00,"2,658.80","2,676.90",27.78
14-10-22,13:30:00,"2,661.20","2,682.50",27.85
14-10-22,13:40:00,"2,661.20","2,683.10",27.86
14-10-22,13:50:00,"2,661.20","2,681.30",27.81
14-10-22,14:00:00,"2,661.20","2,680.60",27.83
14-10-22,14:10:00,"2,658.80","2,679.40",27.81
14-10-22,14:20:00,"2,661.20","2,680.60",27.83
14-10-22,14:30:00,"2,661.20","2,680.00",27.81
14-10-22,14:40:00,"2,661.20","2,682.50",27.86
14-10-22,14:50:00,"2,661.20","2,683.10",27.86
14-10-22,15:00:00,"2,661.20","2,684.40",27.89
14-10-22,15:10:00,"2,653.50","2,673.20",27.88
14-10-22,15:20:00,"2,663.00","2,685.00",27.88
14-10-22,15:30:00,"2,663.00","2,685.00",27.89
14-10-22,15:40:00,"2,665.40","2,685.60",27.91
14-10-22,15:50:00,"2,663.00","2,685.00",27.89
14-10-22,16:00:00,"2,663.60","2,685.00",27.88
14-10-22,16:10:00,"2,660.60","2,681.90",27.86
14-10-22,16:20:00,"2,660.60","2,681.90",27.85
14-10-22,16:30:00,"2,660.60","2,682.50",27.85
14-10-22,16:40:00,"2,658.20","2,680.00",27.82
14-10-22,16:50:00,"2,660.60","2,680.60",27.82
14-10-22,17:00:00,"2,445.90","2,470.50",27.8
14-10-22,17:10:00,"2,655.90","2,676.30",27.77
14-10-22,17:20:00,"2,655.30","2,675.70",27.77
14-10-22,17:30:00,"2,655.90","2,676.30",27.76
14-10-22,17:40:00,"2,655.30","2,676.30",27.73
14-10-22,17:50:00,"2,655.90","2,676.30",27.73
14-10-22,18:00:00,"2,653.50","2,672.60",27.7
14-10-22,18:10:00,"2,650.50","2,671.40",27.69
14-10-22,18:20:00,"2,650.50","2,670.70",27.67
14-10-22,18:30:00,"2,650.50","2,669.50",27.65
14-10-22,18:40:00,"2,645.70","2,666.40",27.62
14-10-22,18:50:00,"2,643.30","2,663.30",27.61
14-10-22,19:00:00,"2,635.60","2,657.10",27.59
14-10-22,19:10:00,"2,633.20","2,652.80",27.55
14-10-22,19:20:00,"2,631.40","2,650.30",27.54
14-10-22,19:30:00,"2,626.70","2,645.40",27.51
14-10-22,19:40:00,"2,624.30","2,641.70",27.49
14-10-22,19:50:00,"2,621.30","2,641.00",27.46
14-10-22,20:00:00,"2,618.90","2,638.00",27.44
14-10-22,20:10:00,"2,616.60","2,635.50",27.43
14-10-22,20:20:00,"2,611.80","2,631.20",27.41
14-10-22,20:30:00,"2,612.40","2,631.80",27.4
14-10-22,20:40:00,"2,611.80","2,630.50",27.38
14-10-22,20:50:00,"2,609.40","2,628.70",27.35
14-10-22,21:00:00,"2,604.70","2,625.00",27.33
14-10-22,21:10:00,"2,467.60","2,487.60",27.3
14-10-22,21:20:00,"2,602.30","2,621.90",27.29
14-10-22,21:30:00,"2,602.30","2,621.30",27.28
14-10-22,21:40:00,"2,599.90","2,619.40",27.25
14-10-22,21:50:00,"2,597.60","2,617.60",27.24
14-10-22,22:00:00,"2,597.60","2,616.90",27.23
14-10-22,22:10:00,"2,597.60","2,615.70",27.2
14-10-22,22:20:00,"2,595.20","2,615.10",27.19
14-10-22,22:30:00,"2,595.20","2,614.50",27.18
14-10-22,22:40:00,"2,593.40","2,612.60",27.15
14-10-22,22:50:00,"2,593.40","2,612.60",27.15
14-10-22,23:00:00,"2,590.40","2,610.20",27.12
14-10-22,23:10:00,"2,590.40","2,608.90",27.1
14-10-22,23:20:00,"2,588.10","2,606.50",27.09
14-10-22,23:30:00,"2,588.60","2,605.80",27.07
14-10-22,23:40:00,"2,586.30","2,604.60",27.06
14-10-22,23:50:00,"2,583.90","2,600.90",27.04
15-10-22,0:00:00,"2,583.30","2,600.90",27.02
15-10-22,0:10:00,"2,581.50","2,599.00",26.99
15-10-22,0:20:00,"2,581.50","2,597.20",26.97
15-10-22,0:30:00,"2,579.20","2,596.00",26.96
15-10-22,0:40:00,"2,576.20","2,595.30",26.93
15-10-22,0:50:00,"2,576.20","2,593.50",26.92
15-10-22,1:00:00,"2,576.20","2,593.50",26.92
15-10-22,1:10:00,"2,562.60","2,579.30",26.91
15-10-22,1:20:00,"2,573.80","2,591.00",26.88
15-10-22,1:30:00,"2,571.50","2,590.40",26.85
15-10-22,1:40:00,"2,569.10","2,588.60",26.85
15-10-22,1:50:00,"2,569.10","2,587.30",26.82
15-10-22,2:00:00,"2,566.70","2,584.90",26.81
15-10-22,2:10:00,"2,566.70","2,584.90",26.8
15-10-22,2:20:00,"2,566.70","2,584.90",26.78
15-10-22,2:30:00,"2,564.30","2,583.60",26.77
15-10-22,2:40:00,"2,564.30","2,581.80",26.75
15-10-22,2:50:00,"2,562.00","2,579.90",26.72
15-10-22,3:00:00,"2,559.60","2,578.70",26.71
15-10-22,3:10:00,"2,559.60","2,577.50",26.7
15-10-22,3:20:00,"2,504.10","2,519.00",26.67
15-10-22,3:30:00,"2,557.80","2,575.00",26.65
15-10-22,3:40:00,"2,557.80","2,575.00",26.65
15-10-22,3:50:00,"2,557.80","2,574.40",26.62
15-10-22,4:00:00,"2,557.20","2,573.80",26.61
15-10-22,4:10:00,"2,555.50","2,571.90",26.6
15-10-22,4:20:00,"2,555.50","2,572.50",26.59
15-10-22,4:30:00,"2,555.50","2,571.90",26.57
15-10-22,4:40:00,"2,479.40","2,491.30",26.57
15-10-22,4:50:00,"2,553.10","2,570.70",26.55
15-10-22,5:00:00,"2,553.10","2,570.10",26.52
15-10-22,5:10:00,"2,550.70","2,569.40",26.51
15-10-22,5:20:00,"2,550.70","2,567.00",26.49
15-10-22,5:30:00,"2,553.10","2,570.10",26.49
15-10-22,5:40:00,"2,553.10","2,570.70",26.48
15-10-22,5:50:00,"2,550.70","2,567.00",26.45
15-10-22,6:00:00,"2,559.60","2,576.80",26.45
15-10-22,6:10:00,"2,554.90","2,571.90",26.43
15-10-22,6:20:00,"2,554.90","2,572.50",26.41
15-10-22,6:30:00,"2,550.70","2,567.00",26.39
15-10-22,6:40:00,"2,550.70","2,567.00",26.38
15-10-22,6:50:00,"2,554.90","2,571.90",26.35
15-10-22,7:00:00,"2,553.10","2,570.70",26.34
15-10-22,7:10:00,"2,550.70","2,568.20",26.33
15-10-22,7:20:00,"2,536.50","2,552.80",26.3
15-10-22,7:30:00,"2,550.70","2,567.00",26.3
15-10-22,7:40:00,"2,550.10","2,567.60",26.29
15-10-22,7:50:00,"2,546.00","2,562.70",26.28
15-10-22,8:00:00,"2,547.80","2,565.10",26.29
15-10-22,8:10:00,"2,543.60","2,560.20",26.29
15-10-22,8:20:00,"2,536.50","2,553.40",26.3
15-10-22,8:30:00,"2,519.40","2,537.40",26.29
15-10-22,8:40:00,"2,246.80","2,273.90",26.3
15-10-22,8:50:00,"2,550.10","2,567.00",26.35
15-10-22,9:00:00,"2,554.90","2,571.90",26.38
15-10-22,9:10:00,"2,557.20","2,574.40",26.44
15-10-22,9:20:00,"2,557.20","2,573.80",26.46
15-10-22,9:30:00,"2,559.00","2,576.20",26.52
15-10-22,9:40:00,"2,561.40","2,577.50",26.56
15-10-22,9:50:00,"2,566.10","2,583.60",26.65
15-10-22,10:00:00,"2,570.90","2,589.80",26.71
15-10-22,10:10:00,"2,572.60","2,590.40",26.73
15-10-22,10:20:00,"2,580.30","2,597.20",26.82
15-10-22,10:30:00,"2,580.30","2,597.80",26.86
15-10-22,10:40:00,"2,582.10","2,600.30",26.89
15-10-22,10:50:00,"2,584.50","2,602.10",26.93
15-10-22,11:00:00,"2,584.50","2,602.10",26.93
15-10-22,11:10:00,"2,573.20","2,595.30",26.96
15-10-22,11:20:00,"2,593.40","2,613.20",26.99
15-10-22,11:30:00,"2,586.90","2,605.80",27.01
15-10-22,11:40:00,"2,584.50","2,602.10",27.04
15-10-22,11:50:00,"2,588.60","2,607.10",27.08
15-10-22,12:00:00,"2,588.60","2,606.50",27.06
15-10-22,12:10:00,"2,593.40","2,612.00",27.1
15-10-22,12:20:00,"2,591.00","2,609.50",27.12
15-10-22,12:30:00,"2,591.00","2,610.80",27.12
15-10-22,12:40:00,"2,595.80","2,613.20",27.17
15-10-22,12:50:00,"2,595.80","2,614.50",27.19
15-10-22,13:00:00,"2,598.10","2,616.30",27.22
15-10-22,13:10:00,"2,600.50","2,618.20",27.22
15-10-22,13:20:00,"2,610.00","2,629.30",27.34
15-10-22,13:30:00,"2,617.20","2,634.90",27.4
15-10-22,13:40:00,"2,617.20","2,634.90",27.46
15-10-22,13:50:00,"2,616.60","2,634.90",27.45
15-10-22,14:00:00,"2,611.80","2,629.90",27.36
15-10-22,14:10:00,"2,614.20","2,633.00",27.39
15-10-22,14:20:00,"2,609.40","2,627.40",27.24
15-10-22,14:30:00,"2,605.30","2,625.00",27.24
15-10-22,14:40:00,"2,602.30","2,622.50",27.24
15-10-22,14:50:00,"2,604.70","2,622.50",27.23
15-10-22,15:00:00,"2,600.50","2,618.80",27.2
15-10-22,15:10:00,"2,597.60","2,618.80",27.22
15-10-22,15:20:00,"2,602.90","2,620.70",27.19
15-10-22,15:30:00,"2,597.60","2,616.30",27.18
15-10-22,15:40:00,"2,593.40","2,613.20",27.17
15-10-22,15:50:00,"2,591.00","2,608.90",27.14
15-10-22,16:00:00,"2,588.10","2,605.80",27.14
15-10-22,16:10:00,"2,588.10","2,607.70",27.13
15-10-22,16:20:00,"2,586.30","2,605.20",27.1
15-10-22,16:30:00,"2,578.60","2,598.40",27.12
15-10-22,16:40:00,"2,583.30","2,602.70",27.09
15-10-22,16:50:00,"2,576.20","2,594.10",27.06
15-10-22,17:00:00,"2,576.80","2,596.60",27.06
15-10-22,17:10:00,"2,572.00","2,590.40",27.03
15-10-22,17:20:00,"2,569.70","2,589.80",27.01
15-10-22,17:30:00,"2,564.90","2,585.50",26.98
15-10-22,17:40:00,"2,564.90","2,583.60",26.97
15-10-22,17:50:00,"2,573.80","2,593.50",26.96
15-10-22,18:00:00,"2,573.80","2,592.30",26.93
15-10-22,18:10:00,"2,573.80","2,591.00",26.91
15-10-22,18:20:00,"2,569.10","2,589.80",26.88
15-10-22,18:30:00,"2,571.50","2,589.80",26.87
15-10-22,18:40:00,"2,542.50","2,558.40",26.85
15-10-22,18:50:00,"2,569.10","2,588.60",26.82
15-10-22,19:00:00,"2,564.90","2,582.40",26.8
15-10-22,19:10:00,"2,564.90","2,584.20",26.77
15-10-22,19:20:00,"2,564.90","2,584.20",26.75
15-10-22,19:30:00,"2,564.90","2,583.00",26.73
15-10-22,19:40:00,"2,564.90","2,583.00",26.71
15-10-22,19:50:00,"2,562.60","2,580.50",26.69
15-10-22,20:00:00,"2,562.60","2,579.90",26.66
15-10-22,20:10:00,"2,560.20","2,579.90",26.65
15-10-22,20:20:00,"2,560.20","2,578.70",26.64
15-10-22,20:30:00,"2,560.20","2,577.50",26.61
15-10-22,20:40:00,"2,557.80","2,576.20",26.59
15-10-22,20:50:00,"2,555.50","2,574.40",26.55
15-10-22,21:00:00,"2,553.10","2,572.50",26.54
15-10-22,21:10:00,"2,553.70","2,570.70",26.51
15-10-22,21:20:00,"2,553.10","2,570.10",26.5
15-10-22,21:30:00,"2,550.70","2,568.20",26.46
15-10-22,21:40:00,"2,549.00","2,568.20",26.45
15-10-22,21:50:00,"2,546.60","2,565.10",26.43
15-10-22,22:00:00,"2,546.60","2,563.90",26.4
15-10-22,22:10:00,"2,544.20","2,563.30",26.36
15-10-22,22:20:00,"2,544.20","2,562.10",26.36
15-10-22,22:30:00,"2,541.90","2,559.60",26.31
15-10-22,22:40:00,"2,541.90","2,559.60",26.31
15-10-22,22:50:00,"2,539.50","2,559.00",26.29
15-10-22,23:00:00,"2,539.50","2,559.00",26.29
15-10-22,23:10:00,"2,537.70","2,557.10",26.24
15-10-22,23:20:00,"2,537.70","2,556.50",26.24
15-10-22,23:30:00,"2,537.70","2,554.70",26.22
15-10-22,23:40:00,"2,537.70","2,555.90",26.22
15-10-22,23:50:00,"2,535.40","2,554.00",26.2
16-10-22,0:00:00,"2,535.40","2,553.40",26.18
16-10-22,0:10:00,"2,533.00","2,552.20",26.18
16-10-22,0:20:00,"2,533.00","2,551.60",26.15
16-10-22,0:30:00,"2,533.00","2,551.60",26.15
16-10-22,0:40:00,"2,530.60","2,549.70",26.14
16-10-22,0:50:00,"2,530.60","2,549.10",26.12
16-10-22,1:00:00,"2,533.00","2,549.10",26.13
16-10-22,1:10:00,"2,530.60","2,548.50",26.12
16-10-22,1:20:00,"2,530.60","2,548.50",26.1
16-10-22,1:30:00,"2,528.90","2,548.50",26.09
16-10-22,1:40:00,"2,528.90","2,546.70",26.09
16-10-22,1:50:00,"2,528.90","2,546.00",26.08
16-10-22,2:00:00,"2,526.50","2,544.80",26.07
16-10-22,2:10:00,"2,525.90","2,544.80",26.07
16-10-22,2:20:00,"2,526.50","2,544.80",26.07
16-10-22,2:30:00,"2,526.50","2,543.00",26.06
16-10-22,2:40:00,"2,526.50","2,543.60",26.03
16-10-22,2:50:00,"2,528.90","2,544.20",26.03
16-10-22,3:00:00,"2,526.50","2,543.60",26.02
16-10-22,3:10:00,"2,524.10","2,541.70",25.99
16-10-22,3:20:00,"2,524.10","2,542.40",25.99
16-10-22,3:30:00,"2,524.10","2,541.10",25.98
16-10-22,3:40:00,"2,524.10","2,540.50",25.96
16-10-22,3:50:00,"2,524.10","2,541.10",25.96
16-10-22,4:00:00,"2,524.10","2,541.10",25.94
16-10-22,4:10:00,"2,521.80","2,539.90",25.93
16-10-22,4:20:00,"2,521.80","2,538.00",25.92
16-10-22,4:30:00,"2,521.80","2,538.00",25.92
16-10-22,4:40:00,"2,480.00","2,493.80",25.91
16-10-22,4:50:00,"2,521.80","2,537.40",25.89
16-10-22,5:00:00,"2,519.40","2,536.80",25.88
16-10-22,5:10:00,"2,519.40","2,536.80",25.87
16-10-22,5:20:00,"2,336.10","2,373.20",25.86
16-10-22,5:30:00,"2,518.80","2,536.20",25.85
16-10-22,5:40:00,"2,518.80","2,536.80",25.83
16-10-22,5:50:00,"2,518.80","2,536.80",25.83
16-10-22,6:00:00,"2,519.40","2,536.20",25.82
16-10-22,6:10:00,"2,323.80","2,345.10",25.81
16-10-22,6:20:00,"2,517.10","2,534.40",25.8
16-10-22,6:30:00,"2,498.80","2,513.40",25.8
16-10-22,6:40:00,"2,518.80","2,535.00",25.78
16-10-22,6:50:00,"2,516.50","2,533.70",25.77
16-10-22,7:00:00,"2,516.50","2,534.40",25.77
16-10-22,7:10:00,"2,518.80","2,535.00",25.76
16-10-22,7:20:00,"2,518.80","2,535.00",25.76
16-10-22,7:30:00,"2,518.80","2,534.40",25.76
16-10-22,7:40:00,"2,521.20","2,538.70",25.75
16-10-22,7:50:00,"2,518.80","2,536.80",25.75
16-10-22,8:00:00,"2,518.80","2,536.20",25.75
16-10-22,8:10:00,"2,518.80","2,535.00",25.76
16-10-22,8:20:00,"2,520.60","2,536.20",25.78
16-10-22,8:30:00,"2,521.20","2,538.70",25.8
16-10-22,8:40:00,"2,514.10","2,531.30",25.78
16-10-22,8:50:00,"2,516.50","2,533.70",25.78
16-10-22,9:00:00,"2,523.00","2,539.90",25.81
16-10-22,9:10:00,"2,527.70","2,543.60",25.82
16-10-22,9:20:00,"2,523.00","2,539.30",25.88
16-10-22,9:30:00,"2,525.30","2,541.70",25.92
16-10-22,9:40:00,"2,530.10","2,546.00",26.01
16-10-22,9:50:00,"2,527.70","2,544.80",26.01
16-10-22,10:00:00,"2,254.90","2,289.10",26.06
16-10-22,10:10:00,"2,536.00","2,555.90",26.12
16-10-22,10:20:00,"2,545.40","2,562.10",26.2
16-10-22,10:30:00,"2,547.20","2,565.10",26.27
16-10-22,10:40:00,"2,549.60","2,568.20",26.27
16-10-22,10:50:00,"2,549.60","2,567.00",26.25
16-10-22,11:00:00,"2,560.80","2,580.50",26.29
16-10-22,11:10:00,"2,579.20","2,596.00",26.33
16-10-22,11:20:00,"2,563.20","2,583.60",26.35
16-10-22,11:30:00,"2,563.20","2,581.20",26.38
16-10-22,11:40:00,"2,565.50","2,584.90",26.4
16-10-22,11:50:00,"2,565.50","2,583.60",26.48
16-10-22,12:00:00,"2,560.80","2,578.70",26.46
16-10-22,12:10:00,"2,559.00","2,576.20",26.44
16-10-22,12:20:00,"2,558.40","2,575.60",26.43
16-10-22,12:30:00,"2,560.80","2,580.50",26.48
16-10-22,12:40:00,"2,567.30","2,587.90",26.5
16-10-22,12:50:00,"2,569.70","2,589.20",26.51
16-10-22,13:00:00,"2,572.00","2,591.00",26.54
16-10-22,13:10:00,"2,574.40","2,594.10",26.54
16-10-22,13:20:00,"2,588.10","2,608.30",26.62
16-10-22,13:30:00,"2,601.70","2,620.00",26.73
16-10-22,13:40:00,"2,594.60","2,613.90",26.8
16-10-22,13:50:00,"2,590.40","2,608.30",26.72
16-10-22,14:00:00,"2,578.60","2,599.00",26.67
16-10-22,14:10:00,"2,574.40","2,594.10",26.69
16-10-22,14:20:00,"2,572.00","2,589.80",26.61
16-10-22,14:30:00,"2,569.70","2,586.70",26.59
16-10-22,14:40:00,"2,566.70","2,586.70",26.59
16-10-22,14:50:00,"2,564.30","2,583.60",26.6
16-10-22,15:00:00,"2,566.70","2,584.20",26.6
16-10-22,15:10:00,"2,566.10","2,585.50",26.62
16-10-22,15:20:00,"2,564.30","2,581.80",26.62
16-10-22,15:30:00,"2,566.10","2,583.60",26.62
16-10-22,15:40:00,"2,562.00","2,581.80",26.64
16-10-22,15:50:00,"2,566.70","2,586.10",26.65
16-10-22,16:00:00,"2,564.30","2,582.40",26.65
16-10-22,16:10:00,"2,562.00","2,582.40",26.66
16-10-22,16:20:00,"2,563.80","2,583.60",26.66
16-10-22,16:30:00,"2,566.10","2,583.60",26.66
16-10-22,16:40:00,"2,563.80","2,583.00",26.67
16-10-22,16:50:00,"2,563.80","2,583.60",26.67
16-10-22,17:00:00,"2,566.10","2,583.60",26.69
16-10-22,17:10:00,"2,563.80","2,582.40",26.67
16-10-22,17:20:00,"2,563.80","2,583.60",26.69
16-10-22,17:30:00,"2,562.00","2,581.80",26.67
